Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att.1,Match Report,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,Defensive Tkl,Defensive TklW,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,FTR,Squad_Goals,Opponent_Goals
21-06-2018,Thu,FIFA World Cup,Group stage,Neutral,Denmark,Australia,Y,GK,90,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,1,0,20,26,76.9,0,0,0,Match Report,,,,,,,,,0,0,0,,0,0,0,0,1,1,0,0,D,1,1
21-06-2018,Thu,FIFA World Cup,Group stage,Neutral,Denmark,Australia,Y,DM,90,0,0,0,0,1,0,0,0,55,3,3,1,0.1,0.1,0,1,0,36,46,78.3,2,0,0,Match Report,,,,,,,,,0,0,0,,0,0,0,0,1,1,0,0,D,1,1
21-06-2018,Thu,FIFA World Cup,Group stage,Neutral,Denmark,Australia,Y*,CB,90,0,0,0,0,0,0,0,0,78,2,0,1,0,0,0.1,1,0,60,67,89.6,11,0,0,Match Report,,,,,,,,,0,0,0,,0,0,0,0,1,1,0,0,D,1,1
21-06-2018,Thu,FIFA World Cup,Group stage,Neutral,Denmark,Australia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,1,1,0,0,D,1,1
21-06-2018,Thu,FIFA World Cup,Group stage,Neutral,Denmark,Australia,N,RW,32,0,0,0,0,1,1,0,0,15,1,0,1,0,0,0,0,0,4,6,66.7,1,1,1,Match Report,,,,,,,,,0,0,0,,0,0,0,0,1,1,0,0,D,1,1
26-06-2018,Tue,FIFA World Cup,Group stage,Neutral,Denmark,France,Y,CM,89,0,0,0,0,0,0,0,0,44,2,1,2,0,0,0,1,0,28,35,80,3,0,2,Match Report,,,,,,,,,0,0,0,,0,0,0,0,0,0,10,0,D,0,0
26-06-2018,Tue,FIFA World Cup,Group stage,Neutral,Denmark,France,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,10,0,D,0,0
26-06-2018,Tue,FIFA World Cup,Group stage,Neutral,Denmark,France,Y,CM,90,0,0,0,0,4,2,0,0,45,0,0,1,0.2,0.2,0,0,0,23,37,62.2,1,1,1,Match Report,,,,,,,,,0,0,0,,0,0,0,0,0,0,10,0,D,0,0
26-06-2018,Tue,FIFA World Cup,Group stage,Neutral,Denmark,France,Y,GK,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,12,37,32.4,0,0,0,Match Report,,,,,,,,,0,0,0,,0,0,0,0,0,0,10,0,D,0,0
26-06-2018,Tue,FIFA World Cup,Group stage,Neutral,Denmark,France,Y*,CB,90,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,29,38,76.3,1,0,0,Match Report,,,,,,,,,0,0,0,,0,0,0,0,0,0,10,0,D,0,0
26-06-2018,Tue,FIFA World Cup,Group stage,Neutral,Denmark,France,Y,DM,90,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,26,30,86.7,0,0,0,Match Report,,,,,,,,,0,0,0,,0,0,0,0,0,0,10,0,D,0,0
26-06-2018,Tue,FIFA World Cup,Group stage,Neutral,Denmark,France,Y,RM,90,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,0,0,17,23,73.9,0,2,2,Match Report,,,,,,,,,0,0,0,,0,0,0,0,0,0,10,0,D,0,0
26-06-2018,Tue,FIFA World Cup,Group stage,Neutral,Denmark,France,Y,LB,90,0,0,0,0,0,0,0,0,38,2,2,0,0,0,0,1,0,20,30,66.7,2,0,0,Match Report,,,,,,,,,0,0,0,,0,0,0,0,0,0,10,0,D,0,0
26-06-2018,Tue,FIFA World Cup,Group stage,Neutral,Denmark,France,N,FW,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,5,80,1,0,0,Match Report,,,,,,,,,0,0,0,,0,0,0,0,0,0,10,0,D,0,0
06-09-2018,Sat,Friendlies (M),Friendlies (M),Home,Denmark,Mexico,Y,DM,61,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
06-09-2018,Sat,Friendlies (M),Friendlies (M),Home,Denmark,Mexico,Y,AM,89,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
06-09-2018,Sat,Friendlies (M),Friendlies (M),Home,Denmark,Mexico,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,2,0
06-09-2018,Sat,Friendlies (M),Friendlies (M),Home,Denmark,Mexico,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
06-09-2018,Sat,Friendlies (M),Friendlies (M),Home,Denmark,Mexico,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
06-09-2018,Sat,Friendlies (M),Friendlies (M),Home,Denmark,Mexico,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
06-09-2018,Sat,Friendlies (M),Friendlies (M),Home,Denmark,Mexico,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
06-09-2018,Sat,Friendlies (M),Friendlies (M),Home,Denmark,Mexico,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
06-09-2018,Sat,Friendlies (M),Friendlies (M),Home,Denmark,Mexico,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
09-09-2018,Sun,UEFA Nations League,League B,Home,Denmark,Wales,Y,GK,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
09-09-2018,Sun,UEFA Nations League,League B,Home,Denmark,Wales,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
09-09-2018,Sun,UEFA Nations League,League B,Home,Denmark,Wales,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
09-09-2018,Sun,UEFA Nations League,League B,Home,Denmark,Wales,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,2,0
09-09-2018,Sun,UEFA Nations League,League B,Home,Denmark,Wales,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,2,0
09-09-2018,Sun,UEFA Nations League,League B,Home,Denmark,Wales,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
09-09-2018,Sun,UEFA Nations League,League B,Home,Denmark,Wales,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
09-09-2018,Sun,UEFA Nations League,League B,Home,Denmark,Wales,Y,CM,90,2,0,1,1,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
13-10-2018,Sat,UEFA Nations League,League B,Away,Denmark,Rep. of Ireland,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
13-10-2018,Sat,UEFA Nations League,League B,Away,Denmark,Rep. of Ireland,Y,FW,78,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
13-10-2018,Sat,UEFA Nations League,League B,Away,Denmark,Rep. of Ireland,N,,12,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
13-10-2018,Sat,UEFA Nations League,League B,Away,Denmark,Rep. of Ireland,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
13-10-2018,Sat,UEFA Nations League,League B,Away,Denmark,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
13-10-2018,Sat,UEFA Nations League,League B,Away,Denmark,Rep. of Ireland,Y,RM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
13-10-2018,Sat,UEFA Nations League,League B,Away,Denmark,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
13-10-2018,Sat,UEFA Nations League,League B,Away,Denmark,Rep. of Ireland,Y,CM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
13-10-2018,Sat,UEFA Nations League,League B,Away,Denmark,Rep. of Ireland,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Austria,N,,1,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Austria,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Austria,N,,45,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Austria,Y*,CB,60,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Austria,Y,DM,62,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Austria,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,2,0
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Austria,Y,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
16-10-2018,Tue,Friendlies (M),Friendlies (M),Home,Denmark,Austria,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,0
16-11-2018,Fri,UEFA Nations League,League B,Away,Denmark,Wales,N,,21,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,1
16-11-2018,Fri,UEFA Nations League,League B,Away,Denmark,Wales,Y,LM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,1
16-11-2018,Fri,UEFA Nations League,League B,Away,Denmark,Wales,Y,GK,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,1
16-11-2018,Fri,UEFA Nations League,League B,Away,Denmark,Wales,Y,CM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,1
16-11-2018,Fri,UEFA Nations League,League B,Away,Denmark,Wales,Y*,RM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,1
16-11-2018,Fri,UEFA Nations League,League B,Away,Denmark,Wales,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,1
16-11-2018,Fri,UEFA Nations League,League B,Away,Denmark,Wales,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,2,1
16-11-2018,Fri,UEFA Nations League,League B,Away,Denmark,Wales,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,2,1
16-11-2018,Fri,UEFA Nations League,League B,Away,Denmark,Wales,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,2,1
19-11-2018,Mon,UEFA Nations League,League B,Home,Denmark,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
19-11-2018,Mon,UEFA Nations League,League B,Home,Denmark,Rep. of Ireland,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,D,0,0
19-11-2018,Mon,UEFA Nations League,League B,Home,Denmark,Rep. of Ireland,Y*,AM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
19-11-2018,Mon,UEFA Nations League,League B,Home,Denmark,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
19-11-2018,Mon,UEFA Nations League,League B,Home,Denmark,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
19-11-2018,Mon,UEFA Nations League,League B,Home,Denmark,Rep. of Ireland,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
19-11-2018,Mon,UEFA Nations League,League B,Home,Denmark,Rep. of Ireland,Y,FW,77,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,2
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,N,,31,1,0,1,1,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,N,,31,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,2
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,Y*,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,N,,45,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,Y,DM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,2
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,N,,31,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
21-03-2019,Thu,Friendlies (M),Friendlies (M),Away,Denmark,Kosovo,Y,CB,59,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,2,2
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,Y,AM,90,0,1,0,0,3,2,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,3,3
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,3,3
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,Y,DM,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,3,3
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,3,3
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,3,3
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,3,3
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,3,3
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,3,3
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,Y,FW,90,0,0,0,0,2,0,0,0,,,2,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,3,3
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,N,,21,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,3,3
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,Y,LB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,3,3
26-03-2019,Tue,UEFA Euro Qualifying,Group stage,Away,Denmark,Switzerland,Y*,CB,90,0,0,0,0,3,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,3,3
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,Y,CM,76,1,0,0,0,3,1,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,6,0
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,6,0
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,Y,DM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,6,0
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,Y*,CB,62,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,6,0
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,W,6,0
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,W,6,0
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,Y,LB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,6,0
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,6,0
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,W,6,0
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,Y,FW,90,2,2,2,2,4,3,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,6,0
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,Y,RB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,6,0
09-05-2019,Thu,UEFA Euro Qualifying,Group stage,Away,Denmark,Gibraltar,N,,28,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,2,,,,,,,0,,,,W,6,0
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,Y,AM,90,0,0,0,0,3,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,D,1,1
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,N,,19,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,D,1,1
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,Y,LB,90,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,D,1,1
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,Y*,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,D,1,1
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,D,1,1
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,D,1,1
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,D,1,1
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,Y,FW,64,0,0,0,0,4,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,D,1,1
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,Y,CB,90,0,0,0,0,1,0,0,0,,,3,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,D,1,1
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,N,,26,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,D,1,1
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,Y,DM,90,0,0,0,0,3,0,0,0,,,1,,,,,,,,,,,,,Match Report,,,,,,,,,,1,,,,,,,0,,,,D,1,1
06-07-2019,Fri,UEFA Euro Qualifying,Group stage,Home,Denmark,Rep. of Ireland,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,,,D,1,1
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,4,,,,,,,3,,,,D,0,0
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,Y,FW,90,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,4,,,,,,,3,,,,D,0,0
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,4,,,,,,,3,,,,D,0,0
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,3,,,,D,0,0
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,Y,CM,90,0,0,0,0,3,2,0,0,,,3,,,,,,,,,,,,,Match Report,,,,,,,,,,4,,,,,,,3,,,,D,0,0
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,3,,,,D,0,0
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,Y*,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,4,,,,,,,3,,,,D,0,0
09-08-2019,Sun,UEFA Euro Qualifying,Group stage,Away,Denmark,Georgia,Y,FW,66,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,Match Report,,,,,,,,,,4,,,,,,,3,,,,D,0,0
