Date,Day,Comp,Round,Venue,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att.1,Match Report,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,Defensive Tkl,Defensive TklW,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,FTR,Squad_Goals,Opponent_Goals
30-03-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Palestine,Y,LB,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,0
30-03-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Palestine,N,,20,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,5,0
30-03-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Palestine,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,5,0
30-03-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Palestine,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,5,0
30-03-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Palestine,Y*,AM,90,1,1,1,1,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,0
30-03-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Palestine,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,5,0
30-03-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Palestine,Y,AM,70,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,0
30-03-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Palestine,Y,AM,78,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,0
30-03-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Palestine,N,,20,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,5,0
30-03-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Palestine,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,5,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,Y,FW,71,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,Y,AM,89,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,Y,DM,86,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,Y*,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,Y,AM,89,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,N,,20,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,3,0
06-05-2021,Sat,WCQ,Second round,Home,Saudi Arabia,Yemen,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,Y,RB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,Y*,AM,90,2,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,Y,AM,90,0,1,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,Y,DM,52,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,Y,CB,77,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,N,,13,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,N,,38,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,Y,FW,63,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,N,,27,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,N,,27,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
15-06-2021,Tue,WCQ,Second round,Home,Saudi Arabia,Uzbekistan,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,Y,FW,79,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,Y,AM,89,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,N,,1,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,Y,DM,87,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,Y*,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,1,0
09-07-2021,Tue,WCQ,Third round,Away,Saudi Arabia,Oman,N,,3,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,Y,DM,85,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,N,,5,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,N,,27,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,N,,5,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,N,,1,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,Y*,AM,89,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,N,,27,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,Y,FW,63,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,Y,AM,85,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
10-07-2021,Thu,WCQ,Third round,Home,Saudi Arabia,Japan,N,,27,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,1,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,N,,45,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,Y,AM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,0,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,Y,LB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,N,,3,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,Y*,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,N,,19,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,Y,DM,79,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,Y,AM,90,1,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,W,3,0
06-11-2021,Fri,WCQ,Second round,Away,Saudi Arabia,Singapore,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,3,0
11-11-2021,Thu,WCQ,Third round,Away,Saudi Arabia,Australia,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-11-2021,Thu,WCQ,Third round,Away,Saudi Arabia,Australia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
11-11-2021,Thu,WCQ,Third round,Away,Saudi Arabia,Australia,Y,CB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
11-11-2021,Thu,WCQ,Third round,Away,Saudi Arabia,Australia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,0,0
11-11-2021,Thu,WCQ,Third round,Away,Saudi Arabia,Australia,N,,18,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,,D,0,0
