Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att.1,Match Report,Fls,Fld,Off,Crs,TklW,OG,PKwon,PKcon,Defensive Tkl,Defensive TklW,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err
06-02-2022,Thu,Africa Cup of Nations qualification,Group stage,Home,W 4–0,tn Tunisia,gq Equ. Guinea,N,,16,2.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,
25-03-2022,Fri,WCQ,Third round,Away,W 1–0,tn Tunisia,ml Mali,Y,CB,90,0.0,0.0,0.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,Match Report,,,,,,0.0,,,,,,,,,,,,,,
25-03-2022,Fri,WCQ,Third round,Away,W 1–0,tn Tunisia,ml Mali,Y,CB,90,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,
25-03-2022,Fri,WCQ,Third round,Away,W 1–0,tn Tunisia,ml Mali,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2022,Fri,WCQ,Third round,Away,W 1–0,tn Tunisia,ml Mali,Y,LB,90,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,Match Report,,,,,,,,,,,,,,,,,,,,
25-03-2022,Fri,WCQ,Third round,Away,W 1–0,tn Tunisia,ml Mali,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2022,Fri,WCQ,Third round,Away,W 1–0,tn Tunisia,ml Mali,Y,FW,64,0.0,0.0,0.0,0.0,,,1.0,0.0,,,,,,,,,,,,,,,,Match Report,,,,,,0.0,,,,,,,,,,,,,,
25-03-2022,Fri,WCQ,Third round,Away,W 1–0,tn Tunisia,ml Mali,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2022,Fri,WCQ,Third round,Away,W 1–0,tn Tunisia,ml Mali,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2022,Fri,WCQ,Third round,Away,W 1–0,tn Tunisia,ml Mali,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
