Date,Defensive Day,Defensive Comp,Defensive Round,Defensive Venue,Defensive Result,Defensive Squad,Defensive Opponent,Defensive Start,Defensive Pos,Defensive Min,Defensive Tkl,Defensive TklW,Defensive Def 3rd,Defensive Mid 3rd,Defensive Att 3rd,Defensive Tkl.1,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,Defensive Match Report
22-03-2019,Fri,Friendlies (M),Friendlies (M),Neutral,W 3–1,mx Mexico,cl Chile,Y,DM,90,,,,,,,,,,,,,,,,,Match Report
22-03-2019,Fri,Friendlies (M),Friendlies (M),Neutral,W 3–1,mx Mexico,cl Chile,Y,GK,90,,,,,,,,,,,,,,,,,Match Report
26-03-2019,Tue,Friendlies (M),Friendlies (M),Neutral,W 4–2,mx Mexico,py Paraguay,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
26-03-2019,Tue,Friendlies (M),Friendlies (M),Neutral,W 4–2,mx Mexico,py Paraguay,N,,13,,,,,,,,,,,,,,,,,Match Report
26-03-2019,Tue,Friendlies (M),Friendlies (M),Neutral,W 4–2,mx Mexico,py Paraguay,Y,RB,90,,,,,,,,,,,,,,,,,Match Report
26-03-2019,Tue,Friendlies (M),Friendlies (M),Neutral,W 4–2,mx Mexico,py Paraguay,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
26-03-2019,Tue,Friendlies (M),Friendlies (M),Neutral,W 4–2,mx Mexico,py Paraguay,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
26-03-2019,Tue,Friendlies (M),Friendlies (M),Neutral,W 4–2,mx Mexico,py Paraguay,N,,18,,,,,,,,,,,,,,,,,Match Report
26-03-2019,Tue,Friendlies (M),Friendlies (M),Neutral,W 4–2,mx Mexico,py Paraguay,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
26-03-2019,Tue,Friendlies (M),Friendlies (M),Neutral,W 4–2,mx Mexico,py Paraguay,Y,DM,45,,,,,,,,,,,,,,,,,Match Report
26-03-2019,Tue,Friendlies (M),Friendlies (M),Neutral,W 4–2,mx Mexico,py Paraguay,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
06-05-2019,Wed,Friendlies (M),Friendlies (M),Home,W 3–1,mx Mexico,ve Venezuela,N,,23,,,,,,,,,,,,,,,,,Match Report
06-05-2019,Wed,Friendlies (M),Friendlies (M),Home,W 3–1,mx Mexico,ve Venezuela,N,,60,,,,,,,,,,,,,,,,,Match Report
06-05-2019,Wed,Friendlies (M),Friendlies (M),Home,W 3–1,mx Mexico,ve Venezuela,N,,9,,,,,,,,,,,,,,,,,Match Report
06-05-2019,Wed,Friendlies (M),Friendlies (M),Home,W 3–1,mx Mexico,ve Venezuela,N,,23,,,,,,,,,,,,,,,,,Match Report
06-05-2019,Wed,Friendlies (M),Friendlies (M),Home,W 3–1,mx Mexico,ve Venezuela,Y,LB,90,,,,,,,,,,,,,,,,,Match Report
06-05-2019,Wed,Friendlies (M),Friendlies (M),Home,W 3–1,mx Mexico,ve Venezuela,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
06-05-2019,Wed,Friendlies (M),Friendlies (M),Home,W 3–1,mx Mexico,ve Venezuela,Y,RM,30,,,,,,,,,,,,,,,,,Match Report
06-05-2019,Wed,Friendlies (M),Friendlies (M),Home,W 3–1,mx Mexico,ve Venezuela,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
09-06-2019,Fri,Friendlies (M),Friendlies (M),Away,W 3–0,mx Mexico,us United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
09-06-2019,Fri,Friendlies (M),Friendlies (M),Away,W 3–0,mx Mexico,us United States,Y,CB,90,,,,,,,,,,,,,,,,,Match Report
09-06-2019,Fri,Friendlies (M),Friendlies (M),Away,W 3–0,mx Mexico,us United States,Y,RB,90,,,,,,,,,,,,,,,,,Match Report
09-06-2019,Fri,Friendlies (M),Friendlies (M),Away,W 3–0,mx Mexico,us United States,N,,21,,,,,,,,,,,,,,,,,Match Report
09-06-2019,Fri,Friendlies (M),Friendlies (M),Away,W 3–0,mx Mexico,us United States,Y*,AM,76,,,,,,,,,,,,,,,,,Match Report
09-06-2019,Fri,Friendlies (M),Friendlies (M),Away,W 3–0,mx Mexico,us United States,N,,4,,,,,,,,,,,,,,,,,Match Report
09-06-2019,Fri,Friendlies (M),Friendlies (M),Away,W 3–0,mx Mexico,us United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
09-06-2019,Fri,Friendlies (M),Friendlies (M),Away,W 3–0,mx Mexico,us United States,Y,LB,86,,,,,,,,,,,,,,,,,Match Report
15-06-2019,Sat,Gold Cup,Group stage,Home,W 7–0,mx Mexico,cu Cuba,Y,LB,90,,3,,,,,,,,,,,1,,,,Match Report
15-06-2019,Sat,Gold Cup,Group stage,Home,W 7–0,mx Mexico,cu Cuba,Y,GK,90,,0,,,,,,,,,,,0,,,,Match Report
15-06-2019,Sat,Gold Cup,Group stage,Home,W 7–0,mx Mexico,cu Cuba,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
15-06-2019,Sat,Gold Cup,Group stage,Home,W 7–0,mx Mexico,cu Cuba,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
15-06-2019,Sat,Gold Cup,Group stage,Home,W 7–0,mx Mexico,cu Cuba,N,,19,,1,,,,,,,,,,,0,,,,Match Report
15-06-2019,Sat,Gold Cup,Group stage,Home,W 7–0,mx Mexico,cu Cuba,N,,14,,1,,,,,,,,,,,0,,,,Match Report
15-06-2019,Sat,Gold Cup,Group stage,Home,W 7–0,mx Mexico,cu Cuba,Y*,CM,90,,3,,,,,,,,,,,0,,,,Match Report
19-06-2019,Wed,Gold Cup,Group stage,Home,W 3–1,mx Mexico,ca Canada,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
19-06-2019,Wed,Gold Cup,Group stage,Home,W 3–1,mx Mexico,ca Canada,Y,LB,90,,2,,,,,,,,,,,2,,,,Match Report
19-06-2019,Wed,Gold Cup,Group stage,Home,W 3–1,mx Mexico,ca Canada,Y,CM,90,,1,,,,,,,,,,,3,,,,Match Report
19-06-2019,Wed,Gold Cup,Group stage,Home,W 3–1,mx Mexico,ca Canada,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
19-06-2019,Wed,Gold Cup,Group stage,Home,W 3–1,mx Mexico,ca Canada,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
19-06-2019,Wed,Gold Cup,Group stage,Home,W 3–1,mx Mexico,ca Canada,N,,54,,1,,,,,,,,,,,0,,,,Match Report
19-06-2019,Wed,Gold Cup,Group stage,Home,W 3–1,mx Mexico,ca Canada,Y*,GK,90,,0,,,,,,,,,,,0,,,,Match Report
23-06-2019,Sun,Gold Cup,Group stage,Away,W 3–2,mx Mexico,mq Martinique,Y,CM,90,,1,,,,,,,,,,,0,,,,Match Report
23-06-2019,Sun,Gold Cup,Group stage,Away,W 3–2,mx Mexico,mq Martinique,N,,14,,0,,,,,,,,,,,0,,,,Match Report
23-06-2019,Sun,Gold Cup,Group stage,Away,W 3–2,mx Mexico,mq Martinique,Y,CB,90,,1,,,,,,,,,,,1,,,,Match Report
23-06-2019,Sun,Gold Cup,Group stage,Away,W 3–2,mx Mexico,mq Martinique,Y,LB,90,,0,,,,,,,,,,,0,,,,Match Report
23-06-2019,Sun,Gold Cup,Group stage,Away,W 3–2,mx Mexico,mq Martinique,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
23-06-2019,Sun,Gold Cup,Group stage,Away,W 3–2,mx Mexico,mq Martinique,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
23-06-2019,Sun,Gold Cup,Group stage,Away,W 3–2,mx Mexico,mq Martinique,Y*,CM,66,,0,,,,,,,,,,,0,,,,Match Report
29-06-2019,Sat,Gold Cup,Quarter-finals,Home,D 1 (5)–1 (4),mx Mexico,cr Costa Rica,Y*,CM,83,,2,,,,,,,,,,,1,,,,Match Report
29-06-2019,Sat,Gold Cup,Quarter-finals,Home,D 1 (5)–1 (4),mx Mexico,cr Costa Rica,Y,CM,120,,1,,,,,,,,,,,2,,,,Match Report
29-06-2019,Sat,Gold Cup,Quarter-finals,Home,D 1 (5)–1 (4),mx Mexico,cr Costa Rica,Y,GK,120,,0,,,,,,,,,,,1,,,,Match Report
29-06-2019,Sat,Gold Cup,Quarter-finals,Home,D 1 (5)–1 (4),mx Mexico,cr Costa Rica,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
29-06-2019,Sat,Gold Cup,Quarter-finals,Home,D 1 (5)–1 (4),mx Mexico,cr Costa Rica,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
29-06-2019,Sat,Gold Cup,Quarter-finals,Home,D 1 (5)–1 (4),mx Mexico,cr Costa Rica,N,,16,,1,,,,,,,,,,,0,,,,Match Report
29-06-2019,Sat,Gold Cup,Quarter-finals,Home,D 1 (5)–1 (4),mx Mexico,cr Costa Rica,Y,LB,120,,2,,,,,,,,,,,2,,,,Match Report
07-07-2019,Sun,Gold Cup,Final,Home,W 1–0,mx Mexico,us United States,Y*,CM,88,,0,,,,,,,,,,,0,,,,Match Report
07-07-2019,Sun,Gold Cup,Final,Home,W 1–0,mx Mexico,us United States,Y,CM,90,,2,,,,,,,,,,,2,,,,Match Report
07-07-2019,Sun,Gold Cup,Final,Home,W 1–0,mx Mexico,us United States,Y,GK,90,,0,,,,,,,,,,,1,,,,Match Report
07-07-2019,Sun,Gold Cup,Final,Home,W 1–0,mx Mexico,us United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
07-07-2019,Sun,Gold Cup,Final,Home,W 1–0,mx Mexico,us United States,Y,LB,90,,3,,,,,,,,,,,3,,,,Match Report
07-07-2019,Sun,Gold Cup,Final,Home,W 1–0,mx Mexico,us United States,Y,CB,90,,2,,,,,,,,,,,3,,,,Match Report
07-07-2019,Sun,Gold Cup,Final,Home,W 1–0,mx Mexico,us United States,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
06-09-2019,Sun,Friendlies (M),Friendlies (M),Home,W 3–2,mx Mexico,ec Ecuador,Y,CB,34,,,,,,,,,,,,,,,,,Match Report
06-09-2019,Sun,Friendlies (M),Friendlies (M),Home,W 3–2,mx Mexico,ec Ecuador,N,,45,,,,,,,,,,,,,,,,,Match Report
06-09-2019,Sun,Friendlies (M),Friendlies (M),Home,W 3–2,mx Mexico,ec Ecuador,Y,LB,45,,,,,,,,,,,,,,,,,Match Report
06-09-2019,Sun,Friendlies (M),Friendlies (M),Home,W 3–2,mx Mexico,ec Ecuador,Y,GK,90,,,,,,,,,,,,,,,,,Match Report
06-09-2019,Sun,Friendlies (M),Friendlies (M),Home,W 3–2,mx Mexico,ec Ecuador,Y*,CM,90,,,,,,,,,,,,,,,,,Match Report
06-09-2019,Sun,Friendlies (M),Friendlies (M),Home,W 3–2,mx Mexico,ec Ecuador,N,,30,,,,,,,,,,,,,,,,,Match Report
