Date,Defensive Day,Defensive Comp,Defensive Round,Defensive Venue,Defensive Result,Defensive Squad,Defensive Opponent,Defensive Start,Defensive Pos,Defensive Min,Defensive Tkl,Defensive TklW,Defensive Def 3rd,Defensive Mid 3rd,Defensive Att 3rd,Defensive Tkl.1,Defensive Att,Defensive Tkl%,Defensive Past,Defensive Blocks,Defensive Sh,Defensive Pass,Defensive Int,Defensive Tkl+Int,Defensive Clr,Defensive Err,Defensive Match Report
27-06-2019,Thu,Africa Cup of Nations,Group stage,Neutral,L 0–1,sn Senegal,dz Algeria,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
27-06-2019,Thu,Africa Cup of Nations,Group stage,Neutral,L 0–1,sn Senegal,dz Algeria,Y,GK,90,,0,,,,,,,,,,,0,,,,Match Report
14-07-2019,Sun,Africa Cup of Nations,Semi-finals,Neutral,W 1–0,sn Senegal,tn Tunisia,Y,AM,67,,0,,,,,,,,,,,1,,,,Match Report
14-07-2019,Sun,Africa Cup of Nations,Semi-finals,Neutral,W 1–0,sn Senegal,tn Tunisia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,
14-07-2019,Sun,Africa Cup of Nations,Semi-finals,Neutral,W 1–0,sn Senegal,tn Tunisia,Y,CB,120,,2,,,,,,,,,,,1,,,,Match Report
14-07-2019,Sun,Africa Cup of Nations,Semi-finals,Neutral,W 1–0,sn Senegal,tn Tunisia,Y,DM,120,,3,,,,,,,,,,,1,,,,Match Report
14-07-2019,Sun,Africa Cup of Nations,Semi-finals,Neutral,W 1–0,sn Senegal,tn Tunisia,N,,53,,1,,,,,,,,,,,0,,,,Match Report
14-07-2019,Sun,Africa Cup of Nations,Semi-finals,Neutral,W 1–0,sn Senegal,tn Tunisia,Y,LB,120,,1,,,,,,,,,,,2,,,,Match Report
14-07-2019,Sun,Africa Cup of Nations,Semi-finals,Neutral,W 1–0,sn Senegal,tn Tunisia,Y*,CB,120,,0,,,,,,,,,,,2,,,,Match Report
19-07-2019,Fri,Africa Cup of Nations,Final,Neutral,L 0–1,sn Senegal,dz Algeria,Y,DM,90,,0,,,,,,,,,,,3,,,,Match Report
